<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.08.15	17:45:00	1.09345	1.09474	1.09339	1.09411	2491	0	0
2023.08.15	18:00:00	1.09411	1.09446	1.09356	1.09359	2022	0	0
2023.08.15	18:15:00	1.09359	1.09363	1.09234	1.09271	1859	0	0
2023.08.15	18:30:00	1.09271	1.09305	1.09251	1.09297	941	0	0
2023.08.15	18:45:00	1.09295	1.09312	1.09263	1.09270	663	0	0
2023.08.15	19:00:00	1.09270	1.09286	1.09207	1.09226	1096	0	0
2023.08.15	19:15:00	1.09226	1.09265	1.09206	1.09207	593	0	0
2023.08.15	19:30:00	1.09207	1.09215	1.09162	1.09181	663	0	0
2023.08.15	19:45:00	1.09181	1.09202	1.09150	1.09179	549	0	0
2023.08.15	20:00:00	1.09180	1.09198	1.09159	1.09166	936	0	0
2023.08.15	20:15:00	1.09166	1.09209	1.09161	1.09208	523	0	0
2023.08.15	20:30:00	1.09208	1.09211	1.09163	1.09182	480	0	0
2023.08.15	20:45:00	1.09182	1.09209	1.09170	1.09177	525	0	0
2023.08.15	21:00:00	1.09179	1.09182	1.09140	1.09142	413	0	0
2023.08.15	21:15:00	1.09142	1.09158	1.09135	1.09147	345	0	0
2023.08.15	21:30:00	1.09148	1.09193	1.09136	1.09145	603	0	0
2023.08.15	21:45:00	1.09145	1.09145	1.09035	1.09044	636	0	0
2023.08.15	22:00:00	1.09044	1.09065	1.09029	1.09029	573	0	0
2023.08.15	22:15:00	1.09029	1.09044	1.09005	1.09012	356	0	0
2023.08.15	22:30:00	1.09012	1.09022	1.08990	1.09014	514	0	0
2023.08.15	22:45:00	1.09015	1.09062	1.08995	1.09060	466	0	0
2023.08.15	23:00:00	1.09058	1.09058	1.09033	1.09042	225	0	0
2023.08.15	23:15:00	1.09042	1.09048	1.09024	1.09046	139	0	2
2023.08.15	23:30:00	1.09047	1.09047	1.09029	1.09032	85	0	2
2023.08.15	23:45:00	1.09033	1.09049	1.09019	1.09043	178	0	2
2023.08.16	00:00:00	1.09042	1.09048	1.08952	1.09019	53	0	14
2023.08.16	00:15:00	1.09019	1.09047	1.09019	1.09026	131	0	38
2023.08.16	00:30:00	1.09027	1.09056	1.09009	1.09013	197	0	31
2023.08.16	00:45:00	1.09014	1.09039	1.09011	1.09026	358	0	20
2023.08.16	01:00:00	1.09028	1.09051	1.09024	1.09038	163	0	6
2023.08.16	01:15:00	1.09039	1.09050	1.09031	1.09035	153	0	2
2023.08.16	01:30:00	1.09035	1.09045	1.09016	1.09019	144	0	2
2023.08.16	01:45:00	1.09019	1.09030	1.09018	1.09025	70	0	7
2023.08.16	02:00:00	1.09025	1.09033	1.09019	1.09032	96	0	0
2023.08.16	02:15:00	1.09032	1.09043	1.09026	1.09027	90	0	1
2023.08.16	02:30:00	1.09027	1.09042	1.09015	1.09039	106	0	1
2023.08.16	02:45:00	1.09039	1.09049	1.09036	1.09037	105	0	0
2023.08.16	03:00:00	1.09037	1.09041	1.09009	1.09040	229	0	0
2023.08.16	03:15:00	1.09040	1.09051	1.09029	1.09029	261	0	1
2023.08.16	03:30:00	1.09029	1.09038	1.08991	1.09022	301	0	0
2023.08.16	03:45:00	1.09022	1.09039	1.09007	1.09028	379	0	0
2023.08.16	04:00:00	1.09027	1.09038	1.09005	1.09016	434	0	0
2023.08.16	04:15:00	1.09018	1.09077	1.08988	1.09077	426	0	1
2023.08.16	04:30:00	1.09074	1.09104	1.09059	1.09091	657	0	0
2023.08.16	04:45:00	1.09091	1.09118	1.09052	1.09055	476	0	0
2023.08.16	05:00:00	1.09055	1.09098	1.09042	1.09095	824	0	0
2023.08.16	05:15:00	1.09095	1.09108	1.09067	1.09069	379	0	0
2023.08.16	05:30:00	1.09069	1.09077	1.09051	1.09058	306	0	1
2023.08.16	05:45:00	1.09058	1.09068	1.09045	1.09045	174	0	0
2023.08.16	06:00:00	1.09045	1.09086	1.09040	1.09084	294	0	0
2023.08.16	06:15:00	1.09084	1.09104	1.09075	1.09083	247	0	0
2023.08.16	06:30:00	1.09083	1.09084	1.09055	1.09064	359	0	0
2023.08.16	06:45:00	1.09065	1.09074	1.09059	1.09062	347	0	1
2023.08.16	07:00:00	1.09062	1.09096	1.09058	1.09091	370	0	0
2023.08.16	07:15:00	1.09091	1.09094	1.09075	1.09078	163	0	0
2023.08.16	07:30:00	1.09074	1.09090	1.09072	1.09085	265	0	0
2023.08.16	07:45:00	1.09085	1.09135	1.09075	1.09134	149	0	0
2023.08.16	08:00:00	1.09134	1.09180	1.09130	1.09140	327	0	0
2023.08.16	08:15:00	1.09137	1.09164	1.09130	1.09159	283	0	0
2023.08.16	08:30:00	1.09159	1.09176	1.09141	1.09156	296	0	0
2023.08.16	08:45:00	1.09155	1.09168	1.09113	1.09161	594	0	0
2023.08.16	09:00:00	1.09160	1.09195	1.09107	1.09144	1167	0	0
2023.08.16	09:15:00	1.09145	1.09272	1.09142	1.09272	1104	0	0
2023.08.16	09:30:00	1.09272	1.09272	1.09208	1.09248	1159	0	0
2023.08.16	09:45:00	1.09243	1.09260	1.09181	1.09194	810	0	0
2023.08.16	10:00:00	1.09194	1.09244	1.09168	1.09199	1000	0	0
2023.08.16	10:15:00	1.09199	1.09259	1.09185	1.09193	697	0	0
2023.08.16	10:30:00	1.09192	1.09245	1.09177	1.09235	867	0	0
2023.08.16	10:45:00	1.09235	1.09268	1.09209	1.09234	1037	0	0
2023.08.16	11:00:00	1.09234	1.09289	1.09226	1.09269	1079	0	0
2023.08.16	11:15:00	1.09269	1.09308	1.09248	1.09293	616	0	0
2023.08.16	11:30:00	1.09292	1.09346	1.09269	1.09284	883	0	0
2023.08.16	11:45:00	1.09286	1.09294	1.09270	1.09283	469	0	0
2023.08.16	12:00:00	1.09283	1.09315	1.09269	1.09315	585	0	0
2023.08.16	12:15:00	1.09315	1.09326	1.09272	1.09278	502	0	0
2023.08.16	12:30:00	1.09279	1.09308	1.09244	1.09248	530	0	0
2023.08.16	12:45:00	1.09248	1.09265	1.09206	1.09265	823	0	0
2023.08.16	13:00:00	1.09265	1.09268	1.09222	1.09222	464	0	0
2023.08.16	13:15:00	1.09223	1.09247	1.09197	1.09217	827	0	0
2023.08.16	13:30:00	1.09217	1.09228	1.09174	1.09176	707	0	0
2023.08.16	13:45:00	1.09176	1.09213	1.09159	1.09183	908	0	0
2023.08.16	14:00:00	1.09184	1.09196	1.09152	1.09159	783	0	0
2023.08.16	14:15:00	1.09159	1.09180	1.09150	1.09169	659	0	0
2023.08.16	14:30:00	1.09172	1.09189	1.09071	1.09089	798	0	0
2023.08.16	14:45:00	1.09089	1.09156	1.09064	1.09134	685	0	0
2023.08.16	15:00:00	1.09132	1.09181	1.09105	1.09110	1084	0	0
2023.08.16	15:15:00	1.09110	1.09134	1.09059	1.09081	1190	0	0
2023.08.16	15:30:00	1.09081	1.09157	1.09048	1.09071	1295	0	0
2023.08.16	15:45:00	1.09071	1.09105	1.09024	1.09025	1225	0	0
2023.08.16	16:00:00	1.09024	1.09106	1.08984	1.09042	1122	0	0
2023.08.16	16:15:00	1.09045	1.09086	1.08959	1.09081	1938	0	0
2023.08.16	16:30:00	1.09081	1.09233	1.09073	1.09173	2745	0	0
2023.08.16	16:45:00	1.09174	1.09224	1.09088	1.09089	1887	0	0
2023.08.16	17:00:00	1.09088	1.09233	1.09068	1.09194	2310	0	0
2023.08.16	17:15:00	1.09193	1.09234	1.09154	1.09156	2155	0	0
2023.08.16	17:30:00	1.09155	1.09163	1.09033	1.09058	2257	0	0
2023.08.16	17:45:00	1.09057	1.09079	1.08964	1.09066	2319	0	0
2023.08.16	18:00:00	1.09066	1.09126	1.09052	1.09089	2292	0	0
2023.08.16	18:15:00	1.09089	1.09108	1.09044	1.09069	871	0	0
2023.08.16	18:30:00	1.09068	1.09071	1.09007	1.09015	648	0	0
2023.08.16	18:45:00	1.09015	1.09048	1.08966	1.09031	893	0	0
2023.08.16	19:00:00	1.09031	1.09048	1.08942	1.08950	985	0	0
2023.08.16	19:15:00	1.08950	1.08951	1.08881	1.08890	569	0	0
2023.08.16	19:30:00	1.08890	1.08926	1.08875	1.08905	419	0	0
2023.08.16	19:45:00	1.08905	1.08915	1.08861	1.08868	571	0	0
2023.08.16	20:00:00	1.08868	1.08906	1.08839	1.08894	551	0	0
2023.08.16	20:15:00	1.08894	1.08908	1.08851	1.08854	456	0	0
2023.08.16	20:30:00	1.08851	1.08902	1.08844	1.08885	493	0	0
2023.08.16	20:45:00	1.08885	1.08920	1.08878	1.08908	433	0	0
2023.08.16	21:00:00	1.08907	1.08918	1.08773	1.08833	1581	0	0
2023.08.16	21:15:00	1.08833	1.09004	1.08824	1.08952	1335	0	0
2023.08.16	21:30:00	1.08948	1.08992	1.08903	1.08925	1203	0	0
2023.08.16	21:45:00	1.08925	1.08937	1.08792	1.08809	866	0	0
2023.08.16	22:00:00	1.08808	1.08810	1.08738	1.08752	1319	0	0
2023.08.16	22:15:00	1.08751	1.08757	1.08716	1.08725	1074	0	0
2023.08.16	22:30:00	1.08728	1.08784	1.08727	1.08745	530	0	0
2023.08.16	22:45:00	1.08743	1.08768	1.08735	1.08740	459	0	0
2023.08.16	23:00:00	1.08742	1.08769	1.08738	1.08756	367	0	1
2023.08.16	23:15:00	1.08756	1.08774	1.08753	1.08773	141	0	1
2023.08.16	23:30:00	1.08773	1.08793	1.08759	1.08789	122	0	1
2023.08.16	23:45:00	1.08788	1.08797	1.08780	1.08788	283	0	0
2023.08.17	00:00:00	1.08789	1.08791	1.08677	1.08777	101	0	7
2023.08.17	00:15:00	1.08760	1.08776	1.08749	1.08762	103	0	29
2023.08.17	00:30:00	1.08761	1.08805	1.08754	1.08795	167	0	19
2023.08.17	00:45:00	1.08795	1.08814	1.08789	1.08811	109	0	20
2023.08.17	01:00:00	1.08811	1.08833	1.08793	1.08829	179	0	2
2023.08.17	01:15:00	1.08830	1.08830	1.08804	1.08816	149	0	2
2023.08.17	01:30:00	1.08814	1.08817	1.08792	1.08805	101	0	2
2023.08.17	01:45:00	1.08805	1.08807	1.08787	1.08791	80	0	2
2023.08.17	02:00:00	1.08791	1.08794	1.08768	1.08779	147	0	1
2023.08.17	02:15:00	1.08778	1.08796	1.08778	1.08783	94	0	1
2023.08.17	02:30:00	1.08783	1.08787	1.08732	1.08750	151	0	0
2023.08.17	02:45:00	1.08749	1.08769	1.08740	1.08742	120	0	1
2023.08.17	03:00:00	1.08742	1.08746	1.08680	1.08693	471	0	0
2023.08.17	03:15:00	1.08692	1.08708	1.08661	1.08697	475	0	0
2023.08.17	03:30:00	1.08696	1.08715	1.08681	1.08709	395	0	0
2023.08.17	03:45:00	1.08709	1.08709	1.08685	1.08695	306	0	0
2023.08.17	04:00:00	1.08695	1.08707	1.08651	1.08667	470	0	0
2023.08.17	04:15:00	1.08667	1.08688	1.08628	1.08629	638	0	0
2023.08.17	04:30:00	1.08629	1.08672	1.08614	1.08656	1150	0	0
2023.08.17	04:45:00	1.08656	1.08665	1.08629	1.08656	459	0	0
2023.08.17	05:00:00	1.08659	1.08690	1.08655	1.08670	372	0	0
2023.08.17	05:15:00	1.08670	1.08696	1.08657	1.08682	285	0	0
2023.08.17	05:30:00	1.08683	1.08688	1.08665	1.08673	223	0	0
2023.08.17	05:45:00	1.08673	1.08677	1.08642	1.08659	280	0	0
2023.08.17	06:00:00	1.08659	1.08682	1.08656	1.08658	230	0	0
2023.08.17	06:15:00	1.08657	1.08674	1.08646	1.08670	168	0	0
2023.08.17	06:30:00	1.08668	1.08680	1.08648	1.08651	193	0	0
2023.08.17	06:45:00	1.08651	1.08656	1.08628	1.08642	171	0	0
2023.08.17	07:00:00	1.08642	1.08648	1.08631	1.08633	193	0	0
2023.08.17	07:15:00	1.08633	1.08660	1.08633	1.08655	178	0	0
2023.08.17	07:30:00	1.08659	1.08663	1.08653	1.08659	109	0	0
2023.08.17	07:45:00	1.08659	1.08692	1.08659	1.08686	204	0	0
2023.08.17	08:00:00	1.08686	1.08692	1.08659	1.08685	359	0	0
2023.08.17	08:15:00	1.08685	1.08687	1.08666	1.08669	181	0	0
2023.08.17	08:30:00	1.08669	1.08669	1.08628	1.08642	358	0	0
2023.08.17	08:45:00	1.08642	1.08739	1.08639	1.08736	669	0	0
2023.08.17	09:00:00	1.08736	1.08743	1.08698	1.08732	1051	0	0
2023.08.17	09:15:00	1.08732	1.08789	1.08705	1.08775	1151	0	0
2023.08.17	09:30:00	1.08775	1.08868	1.08772	1.08865	1159	0	0
2023.08.17	09:45:00	1.08866	1.08868	1.08823	1.08836	708	0	0
2023.08.17	10:00:00	1.08835	1.08843	1.08762	1.08800	1534	0	0
2023.08.17	10:15:00	1.08800	1.08856	1.08778	1.08816	1057	0	0
2023.08.17	10:30:00	1.08816	1.08828	1.08752	1.08791	1239	0	0
2023.08.17	10:45:00	1.08789	1.08821	1.08763	1.08805	924	0	0
2023.08.17	11:00:00	1.08805	1.08840	1.08772	1.08802	988	0	0
2023.08.17	11:15:00	1.08802	1.08813	1.08755	1.08761	892	0	0
2023.08.17	11:30:00	1.08762	1.08806	1.08739	1.08792	838	0	0
2023.08.17	11:45:00	1.08793	1.08802	1.08697	1.08731	1086	0	0
2023.08.17	12:00:00	1.08730	1.08743	1.08693	1.08714	1032	0	0
2023.08.17	12:15:00	1.08714	1.08738	1.08675	1.08681	517	0	0
2023.08.17	12:30:00	1.08681	1.08697	1.08637	1.08688	1126	0	0
2023.08.17	12:45:00	1.08688	1.08741	1.08669	1.08736	828	0	0
2023.08.17	13:00:00	1.08735	1.08784	1.08728	1.08759	1579	0	0
2023.08.17	13:15:00	1.08759	1.08878	1.08757	1.08815	1311	0	0
2023.08.17	13:30:00	1.08815	1.08870	1.08797	1.08861	738	0	0
2023.08.17	13:45:00	1.08862	1.08870	1.08835	1.08837	777	0	0
2023.08.17	14:00:00	1.08837	1.08882	1.08813	1.08865	1000	0	0
2023.08.17	14:15:00	1.08865	1.08875	1.08828	1.08836	621	0	0
2023.08.17	14:30:00	1.08840	1.08919	1.08830	1.08910	821	0	0
2023.08.17	14:45:00	1.08909	1.08958	1.08903	1.08946	1239	0	0
2023.08.17	15:00:00	1.08947	1.09006	1.08921	1.08986	1618	0	0
2023.08.17	15:15:00	1.08986	1.09004	1.08952	1.08991	1680	0	0
2023.08.17	15:30:00	1.08989	1.09185	1.08861	1.09085	5305	0	0
2023.08.17	15:45:00	1.09085	1.09102	1.08996	1.09064	2928	0	0
2023.08.17	16:00:00	1.09064	1.09144	1.09034	1.09144	3052	0	0
2023.08.17	16:15:00	1.09140	1.09180	1.09093	1.09104	2650	0	0
2023.08.17	16:30:00	1.09105	1.09152	1.09023	1.09094	2794	0	0
2023.08.17	16:45:00	1.09094	1.09094	1.08977	1.08996	2762	0	0
2023.08.17	17:00:00	1.08995	1.08997	1.08900	1.08934	2669	0	0
2023.08.17	17:15:00	1.08935	1.08970	1.08874	1.08889	2208	0	0
2023.08.17	17:30:00	1.08888	1.08929	1.08844	1.08914	2214	0	0
2023.08.17	17:45:00	1.08918	1.08962	1.08874	1.08896	2189	0	0
2023.08.17	18:00:00	1.08897	1.08906	1.08832	1.08852	1806	0	0
2023.08.17	18:15:00	1.08852	1.08852	1.08716	1.08738	1719	0	0
2023.08.17	18:30:00	1.08738	1.08768	1.08698	1.08718	1212	0	0
2023.08.17	18:45:00	1.08718	1.08751	1.08669	1.08737	1522	0	0
2023.08.17	19:00:00	1.08738	1.08750	1.08685	1.08714	1329	0	0
2023.08.17	19:15:00	1.08714	1.08897	1.08700	1.08876	1779	0	0
2023.08.17	19:30:00	1.08876	1.08877	1.08758	1.08780	1187	0	0
2023.08.17	19:45:00	1.08780	1.08791	1.08748	1.08780	1005	0	0
2023.08.17	20:00:00	1.08780	1.08785	1.08709	1.08715	1147	0	0
2023.08.17	20:15:00	1.08715	1.08729	1.08693	1.08700	849	0	0
2023.08.17	20:30:00	1.08699	1.08701	1.08572	1.08581	1045	0	0
2023.08.17	20:45:00	1.08583	1.08625	1.08582	1.08611	744	0	0
2023.08.17	21:00:00	1.08613	1.08623	1.08583	1.08615	842	0	0
2023.08.17	21:15:00	1.08615	1.08631	1.08578	1.08618	583	0	0
2023.08.17	21:30:00	1.08618	1.08628	1.08578	1.08594	756	0	0
2023.08.17	21:45:00	1.08594	1.08606	1.08561	1.08569	1241	0	0
2023.08.17	22:00:00	1.08568	1.08671	1.08568	1.08620	1669	0	0
2023.08.17	22:15:00	1.08620	1.08672	1.08619	1.08669	1510	0	0
2023.08.17	22:30:00	1.08668	1.08684	1.08649	1.08672	1059	0	0
2023.08.17	22:45:00	1.08671	1.08740	1.08664	1.08719	1216	0	0
2023.08.17	23:00:00	1.08718	1.08733	1.08699	1.08728	504	0	0
2023.08.17	23:15:00	1.08728	1.08734	1.08715	1.08726	254	0	0
2023.08.17	23:30:00	1.08725	1.08726	1.08701	1.08718	174	0	0
2023.08.17	23:45:00	1.08719	1.08727	1.08710	1.08717	194	0	0
2023.08.18	00:00:00	1.08716	1.08717	1.08587	1.08655	135	0	9
2023.08.18	00:15:00	1.08667	1.08723	1.08661	1.08684	120	0	28
2023.08.18	00:30:00	1.08683	1.08726	1.08674	1.08681	115	0	27
2023.08.18	00:45:00	1.08680	1.08697	1.08664	1.08683	154	0	29
2023.08.18	01:00:00	1.08673	1.08730	1.08673	1.08703	313	0	2
2023.08.18	01:15:00	1.08702	1.08742	1.08702	1.08728	200	0	2
2023.08.18	01:30:00	1.08728	1.08743	1.08717	1.08729	119	0	2
2023.08.18	01:45:00	1.08730	1.08744	1.08728	1.08732	114	0	2
2023.08.18	02:00:00	1.08732	1.08744	1.08723	1.08734	134	0	1
2023.08.18	02:15:00	1.08729	1.08744	1.08729	1.08733	98	0	1
2023.08.18	02:30:00	1.08733	1.08746	1.08725	1.08744	122	0	1
2023.08.18	02:45:00	1.08744	1.08751	1.08732	1.08740	200	0	1
2023.08.18	03:00:00	1.08739	1.08750	1.08713	1.08725	489	0	1
2023.08.18	03:15:00	1.08725	1.08763	1.08724	1.08754	270	0	0
2023.08.18	03:30:00	1.08754	1.08787	1.08748	1.08775	269	0	0
2023.08.18	03:45:00	1.08775	1.08920	1.08774	1.08897	854	0	0
2023.08.18	04:00:00	1.08897	1.08904	1.08841	1.08851	572	0	0
2023.08.18	04:15:00	1.08851	1.08890	1.08836	1.08864	565	0	0
2023.08.18	04:30:00	1.08863	1.08904	1.08853	1.08899	493	0	0
2023.08.18	04:45:00	1.08900	1.08924	1.08874	1.08909	436	0	0
2023.08.18	05:00:00	1.08911	1.08938	1.08902	1.08931	344	0	0
2023.08.18	05:15:00	1.08932	1.08938	1.08915	1.08925	270	0	0
2023.08.18	05:30:00	1.08925	1.08927	1.08865	1.08904	349	0	0
2023.08.18	05:45:00	1.08904	1.08915	1.08870	1.08885	248	0	0
2023.08.18	06:00:00	1.08884	1.08884	1.08821	1.08834	484	0	0
2023.08.18	06:15:00	1.08836	1.08861	1.08829	1.08860	249	0	0
2023.08.18	06:30:00	1.08860	1.08890	1.08855	1.08875	259	0	0
2023.08.18	06:45:00	1.08874	1.08877	1.08843	1.08860	269	0	0
2023.08.18	07:00:00	1.08861	1.08880	1.08859	1.08866	218	0	0
2023.08.18	07:15:00	1.08866	1.08870	1.08831	1.08834	226	0	0
2023.08.18	07:30:00	1.08835	1.08853	1.08819	1.08826	166	0	0
2023.08.18	07:45:00	1.08826	1.08835	1.08805	1.08825	186	0	0
2023.08.18	08:00:00	1.08822	1.08833	1.08796	1.08811	218	0	0
2023.08.18	08:15:00	1.08813	1.08816	1.08756	1.08782	457	0	0
2023.08.18	08:30:00	1.08781	1.08830	1.08768	1.08823	392	0	0
2023.08.18	08:45:00	1.08821	1.08850	1.08815	1.08830	559	0	0
2023.08.18	09:00:00	1.08832	1.08850	1.08781	1.08840	1550	0	0
2023.08.18	09:15:00	1.08841	1.08873	1.08813	1.08823	1110	0	0
2023.08.18	09:30:00	1.08823	1.08857	1.08780	1.08786	1389	0	0
2023.08.18	09:45:00	1.08785	1.08801	1.08710	1.08719	1315	0	0
2023.08.18	10:00:00	1.08719	1.08730	1.08644	1.08730	2057	0	0
2023.08.18	10:15:00	1.08730	1.08771	1.08728	1.08756	1347	0	0
2023.08.18	10:30:00	1.08756	1.08759	1.08671	1.08713	1618	0	0
2023.08.18	10:45:00	1.08712	1.08782	1.08711	1.08732	1350	0	0
2023.08.18	11:00:00	1.08732	1.08770	1.08709	1.08728	1456	0	0
2023.08.18	11:15:00	1.08728	1.08757	1.08705	1.08716	1189	0	0
2023.08.18	11:30:00	1.08716	1.08767	1.08692	1.08699	1213	0	0
2023.08.18	11:45:00	1.08697	1.08697	1.08637	1.08672	1217	0	0
2023.08.18	12:00:00	1.08674	1.08692	1.08629	1.08642	1025	0	0
2023.08.18	12:15:00	1.08641	1.08682	1.08624	1.08681	1154	0	0
2023.08.18	12:30:00	1.08679	1.08732	1.08657	1.08696	986	0	0
2023.08.18	12:45:00	1.08696	1.08702	1.08664	1.08685	862	0	0
2023.08.18	13:00:00	1.08685	1.08752	1.08680	1.08734	872	0	0
2023.08.18	13:15:00	1.08737	1.08764	1.08719	1.08758	688	0	0
2023.08.18	13:30:00	1.08758	1.08761	1.08663	1.08665	844	0	0
2023.08.18	13:45:00	1.08664	1.08671	1.08622	1.08631	808	0	0
2023.08.18	14:00:00	1.08631	1.08655	1.08623	1.08630	1023	0	0
2023.08.18	14:15:00	1.08630	1.08646	1.08603	1.08616	851	0	0
2023.08.18	14:30:00	1.08615	1.08661	1.08606	1.08661	972	0	0
2023.08.18	14:45:00	1.08661	1.08706	1.08620	1.08631	1082	0	0
2023.08.18	15:00:00	1.08631	1.08672	1.08599	1.08654	1355	0	0
2023.08.18	15:15:00	1.08653	1.08668	1.08525	1.08525	2080	0	0
2023.08.18	15:30:00	1.08527	1.08540	1.08451	1.08513	2360	0	0
2023.08.18	15:45:00	1.08512	1.08577	1.08491	1.08555	2083	0	0
2023.08.18	16:00:00	1.08556	1.08687	1.08531	1.08671	2221	0	0
2023.08.18	16:15:00	1.08670	1.08680	1.08603	1.08605	2125	0	0
2023.08.18	16:30:00	1.08605	1.08650	1.08573	1.08642	3431	0	0
2023.08.18	16:45:00	1.08641	1.08763	1.08608	1.08708	3535	0	0
2023.08.18	17:00:00	1.08707	1.08737	1.08674	1.08716	2241	0	0
2023.08.18	17:15:00	1.08715	1.08815	1.08676	1.08773	1785	0	0
2023.08.18	17:30:00	1.08774	1.08810	1.08713	1.08717	1733	0	0
2023.08.18	17:45:00	1.08717	1.08778	1.08686	1.08722	1969	0	0
2023.08.18	18:00:00	1.08722	1.08766	1.08691	1.08756	1489	0	0
2023.08.18	18:15:00	1.08756	1.08797	1.08729	1.08738	1275	0	0
2023.08.18	18:30:00	1.08739	1.08756	1.08691	1.08695	1083	0	0
2023.08.18	18:45:00	1.08694	1.08767	1.08692	1.08745	784	0	0
2023.08.18	19:00:00	1.08745	1.08751	1.08709	1.08717	883	0	0
2023.08.18	19:15:00	1.08718	1.08756	1.08709	1.08735	693	0	0
2023.08.18	19:30:00	1.08735	1.08756	1.08714	1.08723	877	0	0
2023.08.18	19:45:00	1.08723	1.08742	1.08681	1.08732	992	0	0
2023.08.18	20:00:00	1.08732	1.08807	1.08731	1.08778	1240	0	0
2023.08.18	20:15:00	1.08778	1.08779	1.08685	1.08724	887	0	0
2023.08.18	20:30:00	1.08723	1.08765	1.08711	1.08764	700	0	0
2023.08.18	20:45:00	1.08764	1.08814	1.08758	1.08794	526	0	0
2023.08.18	21:00:00	1.08795	1.08799	1.08745	1.08758	643	0	0
2023.08.18	21:15:00	1.08758	1.08774	1.08738	1.08755	455	0	0
2023.08.18	21:30:00	1.08754	1.08804	1.08754	1.08783	469	0	0
2023.08.18	21:45:00	1.08783	1.08796	1.08769	1.08782	581	0	0
2023.08.18	22:00:00	1.08781	1.08783	1.08734	1.08735	857	0	0
2023.08.18	22:15:00	1.08733	1.08768	1.08723	1.08768	704	0	0
2023.08.18	22:30:00	1.08768	1.08769	1.08737	1.08753	646	0	0
2023.08.18	22:45:00	1.08753	1.08790	1.08721	1.08726	884	0	0
2023.08.18	23:00:00	1.08726	1.08737	1.08713	1.08724	593	0	0
2023.08.18	23:15:00	1.08723	1.08728	1.08699	1.08703	314	0	1
2023.08.18	23:30:00	1.08701	1.08709	1.08687	1.08690	235	0	1
2023.08.18	23:45:00	1.08690	1.08733	1.08677	1.08696	524	0	2
2023.08.21	00:00:00	1.08671	1.08714	1.08634	1.08696	44	0	35
2023.08.21	00:15:00	1.08701	1.08727	1.08686	1.08726	123	0	16
2023.08.21	00:30:00	1.08725	1.08735	1.08716	1.08726	103	0	46
2023.08.21	00:45:00	1.08727	1.08749	1.08719	1.08743	136	0	44
2023.08.21	01:00:00	1.08746	1.08776	1.08712	1.08775	160	0	2
2023.08.21	01:15:00	1.08776	1.08786	1.08760	1.08773	95	0	2
2023.08.21	01:30:00	1.08773	1.08781	1.08762	1.08768	89	0	2
2023.08.21	01:45:00	1.08768	1.08772	1.08730	1.08742	115	0	2
2023.08.21	02:00:00	1.08743	1.08745	1.08718	1.08727	130	0	1
2023.08.21	02:15:00	1.08727	1.08732	1.08717	1.08723	136	0	0
2023.08.21	02:30:00	1.08724	1.08735	1.08714	1.08720	91	0	0
2023.08.21	02:45:00	1.08720	1.08752	1.08714	1.08750	104	0	0
2023.08.21	03:00:00	1.08750	1.08820	1.08745	1.08804	318	0	0
2023.08.21	03:15:00	1.08804	1.08842	1.08781	1.08837	175	0	0
2023.08.21	03:30:00	1.08836	1.08841	1.08804	1.08808	180	0	0
2023.08.21	03:45:00	1.08808	1.08821	1.08796	1.08798	199	0	0
2023.08.21	04:00:00	1.08798	1.08798	1.08732	1.08750	492	0	0
2023.08.21	04:15:00	1.08750	1.08766	1.08691	1.08731	950	0	1
2023.08.21	04:30:00	1.08731	1.08752	1.08702	1.08711	770	0	1
2023.08.21	04:45:00	1.08711	1.08736	1.08702	1.08732	348	0	0
2023.08.21	05:00:00	1.08732	1.08763	1.08700	1.08753	279	0	0
2023.08.21	05:15:00	1.08752	1.08809	1.08749	1.08799	298	0	0
2023.08.21	05:30:00	1.08800	1.08837	1.08791	1.08812	352	0	1
2023.08.21	05:45:00	1.08812	1.08820	1.08793	1.08813	327	0	1
2023.08.21	06:00:00	1.08813	1.08828	1.08805	1.08813	191	0	0
2023.08.21	06:15:00	1.08813	1.08826	1.08788	1.08823	247	0	0
2023.08.21	06:30:00	1.08822	1.08823	1.08802	1.08818	90	0	0
2023.08.21	06:45:00	1.08818	1.08818	1.08800	1.08804	80	0	0
2023.08.21	07:00:00	1.08802	1.08813	1.08784	1.08809	152	0	0
2023.08.21	07:15:00	1.08809	1.08830	1.08809	1.08828	116	0	0
2023.08.21	07:30:00	1.08829	1.08829	1.08803	1.08811	143	0	0
2023.08.21	07:45:00	1.08812	1.08815	1.08799	1.08812	99	0	0
2023.08.21	08:00:00	1.08813	1.08873	1.08806	1.08827	263	0	0
2023.08.21	08:15:00	1.08828	1.08843	1.08809	1.08817	195	0	0
2023.08.21	08:30:00	1.08817	1.08831	1.08799	1.08813	274	0	0
2023.08.21	08:45:00	1.08813	1.08830	1.08784	1.08814	644	0	0
2023.08.21	09:00:00	1.08811	1.08825	1.08727	1.08753	1329	0	0
2023.08.21	09:15:00	1.08753	1.08814	1.08741	1.08800	697	0	0
2023.08.21	09:30:00	1.08801	1.08811	1.08763	1.08787	656	0	0
2023.08.21	09:45:00	1.08790	1.08799	1.08740	1.08775	743	0	0
2023.08.21	10:00:00	1.08775	1.08856	1.08724	1.08831	2150	0	0
